"","Chrom","pOXA-48","pKP112","pOXA-48_30715","pOXA-48_k8"
"779","Lactobacillus_delbrueckii_subsp._bulgaricus_2038_",0,0,0,24
"2692","Lactobacillus_delbrueckii_subsp._bulgaricus_2038_",0,0,0,24
"860","Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842_=_JCM_1002_",75,75,62,62
"2773","Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842_=_JCM_1002_",75,75,62,62
"706","Lactobacillus_gasseri_ATCC_33323_=_JCM_1131_",0,0,0,20
"2619","Lactobacillus_gasseri_ATCC_33323_=_JCM_1131_",0,0,0,20
"713","Lactobacillus_helveticus_CNRZ32_",0,0,0,22
"2626","Lactobacillus_helveticus_CNRZ32_",0,0,0,22
"941","Lactobacillus_helveticus_DPC_4571_",0,0,0,19
"2854","Lactobacillus_helveticus_DPC_4571_",0,0,0,19
"1417","Lactobacillus_jensenii_115-3-CHN_",0,0,0,18
"3330","Lactobacillus_jensenii_115-3-CHN_",0,0,0,18
"1418","Lactobacillus_jensenii_27-2-CHN_",0,0,0,18
"3331","Lactobacillus_jensenii_27-2-CHN_",0,0,0,18
"480","Lactobacillus_johnsonii_NCC_533_",0,0,0,23
"2393","Lactobacillus_johnsonii_NCC_533_",0,0,0,23
"269","Lactobacillus_kunkeei_",24,24,0,21
"2182","Lactobacillus_kunkeei_",24,24,0,21
"1910","Lactobacillus_parafarraginis_F0439_",0,0,0,26
"3823","Lactobacillus_parafarraginis_F0439_",0,0,0,26
"142","Lactobacillus_paraplantarum_",0,0,0,24
"2055","Lactobacillus_paraplantarum_",0,0,0,24
"396","Lactobacillus_plantarum_WCFS1_",135,146,104,141
"2309","Lactobacillus_plantarum_WCFS1_",135,146,104,141
"1383","Lactobacillus_rhamnosus_GG_",82,57,30,30
"3296","Lactobacillus_rhamnosus_GG_",82,57,30,30
"655","Lactobacillus_sakei_subsp._sakei_23K_",75,75,59,78
"2568","Lactobacillus_sakei_subsp._sakei_23K_",75,75,59,78
"1758","Lactobacillus_sanfranciscensis_TMW_1.1304_",53,53,53,74
"3671","Lactobacillus_sanfranciscensis_TMW_1.1304_",53,53,53,74
"1246","Lactobacillus_ultunensis_DSM_16047_",85,85,0,19
"3159","Lactobacillus_ultunensis_DSM_16047_",85,85,0,19
"980","Lactococcus_lactis_subsp._cremoris_MG1363_",37,49,0,0
"2893","Lactococcus_lactis_subsp._cremoris_MG1363_",37,49,0,0
"538","Lactococcus_lactis_subsp._lactis_Il1403_",25,25,34,52
"2451","Lactococcus_lactis_subsp._lactis_Il1403_",25,25,34,52
"1350","Laribacter_hongkongensis_HLHK9_",24,24,0,0
"3263","Laribacter_hongkongensis_HLHK9_",24,24,0,0
"801","Lawsonia_intracellularis_PHE-MN1-00_",3,3,0,0
"2714","Lawsonia_intracellularis_PHE-MN1-00_",3,3,0,0
"168","Lechevalieria_aerocolonigenes_",0,0,0,22
"2081","Lechevalieria_aerocolonigenes_",0,0,0,22
"924","Leeuwenhoekiella_blandensis_MED217_",17,65,0,0
"2837","Leeuwenhoekiella_blandensis_MED217_",17,65,0,0
"1621","Legionella_longbeachae_NSW150_",122,122,115,88
"3534","Legionella_longbeachae_NSW150_",122,122,115,88
"601","Legionella_pneumophila_str._Paris_",59,106,71,62
"2514","Legionella_pneumophila_str._Paris_",59,106,71,62
"539","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_",59,83,59,69
"2452","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_",59,83,59,69
"561","Leifsonia_xyli_subsp._xyli_str._CTCB07_",51,47,27,45
"2474","Leifsonia_xyli_subsp._xyli_str._CTCB07_",51,47,27,45
"635","Lentisphaera_araneosa_HTCC2155_",48,48,0,0
"2548","Lentisphaera_araneosa_HTCC2155_",48,48,0,0
"107","Lentzea_albidocapillata_",0,0,0,18
"2020","Lentzea_albidocapillata_",0,0,0,18
"231","Leptolyngbya_sp._PCC_7375_",22,22,0,0
"2144","Leptolyngbya_sp._PCC_7375_",22,22,0,0
"248","Leptolyngbya_sp._PCC_7376_",20,20,0,0
"2161","Leptolyngbya_sp._PCC_7376_",20,20,0,0
"901","Leptothrix_cholodnii_SP-6_",34,34,0,27
"2814","Leptothrix_cholodnii_SP-6_",34,34,0,27
"1489","Leptotrichia_goodfellowii_F0264_",51,51,51,65
"3402","Leptotrichia_goodfellowii_F0264_",51,51,51,65
"1539","Leptotrichia_hofstadii_F0254_",0,0,10,10
"3452","Leptotrichia_hofstadii_F0254_",0,0,10,10
"764","Leuconostoc_citreum_KM20_",48,48,46,66
"2677","Leuconostoc_citreum_KM20_",48,48,46,66
"1863","Leuconostoc_gasicomitatum_LMG_18811_",82,82,58,76
"3776","Leuconostoc_gasicomitatum_LMG_18811_",82,82,58,76
"1860","Leuconostoc_kimchii_IMSNU_11154_",0,0,0,24
"3773","Leuconostoc_kimchii_IMSNU_11154_",0,0,0,24
"26","Leuconostoc_lactis_",0,0,0,26
"1939","Leuconostoc_lactis_",0,0,0,26
"355","Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_",0,0,0,22
"2268","Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_",0,0,0,22
"1247","Listeria_grayi_DSM_20601_",139,131,71,85
"3160","Listeria_grayi_DSM_20601_",139,131,71,85
"540","Listeria_innocua_Clip11262_",66,66,14,44
"2453","Listeria_innocua_Clip11262_",66,66,14,44
"349","Listeria_ivanovii_subsp._londoniensis_",0,0,0,14
"2262","Listeria_ivanovii_subsp._londoniensis_",0,0,0,14
"302","Listeria_monocytogenes_EGD-e_",114,114,70,97
"2215","Listeria_monocytogenes_EGD-e_",114,114,70,97
"1678","Listeria_seeligeri_serovar_1-2b_str._SLCC3954_",124,124,58,80
"3591","Listeria_seeligeri_serovar_1-2b_str._SLCC3954_",124,124,58,80
"846","Listeria_welshimeri_serovar_6b_str._SLCC5334_",102,102,67,87
"2759","Listeria_welshimeri_serovar_6b_str._SLCC5334_",102,102,67,87
"639","Loktanella_vestfoldensis_SKA53_",54,92,0,20
"2552","Loktanella_vestfoldensis_SKA53_",54,92,0,20
"1375","Luminiphilus_syltensis_NOR5-1B_",54,54,54,90
"3288","Luminiphilus_syltensis_NOR5-1B_",54,54,54,90
"1523","Lutibaculum_baratangense_AMV1_",28,47,0,19
"3436","Lutibaculum_baratangense_AMV1_",28,47,0,19
"632","Lyngbya_sp._PCC_8106_",28,28,0,0
"2545","Lyngbya_sp._PCC_8106_",28,28,0,0
"1760","Lysinibacillus_fusiformis_ZC1_",19,19,0,29
"3673","Lysinibacillus_fusiformis_ZC1_",19,19,0,29
"200","Lysobacter_antibioticus_",75,75,52,76
"2113","Lysobacter_antibioticus_",75,75,52,76
"1074","Macrococcus_caseolyticus_JCSC5402_",33,33,0,19
"2987","Macrococcus_caseolyticus_JCSC5402_",33,33,0,19
"276","Magnetococcus_marinus_MC-1_",0,0,0,17
"2189","Magnetococcus_marinus_MC-1_",0,0,0,17
"1646","Mannheimia_haemolytica_serotype_A2_str._BOVINE_",84,84,0,26
"3559","Mannheimia_haemolytica_serotype_A2_str._BOVINE_",84,84,0,26
"401","Mannheimia_succiniciproducens_MBEL55E_",78,104,53,78
"2314","Mannheimia_succiniciproducens_MBEL55E_",78,104,53,78
"630","Maribacter_sp._HTCC2170_",20,20,0,0
"2543","Maribacter_sp._HTCC2170_",20,20,0,0
"1880","Marichromatium_purpuratum_984_",24,24,0,19
"3793","Marichromatium_purpuratum_984_",24,24,0,19
"472","marine_gamma_proteobacterium_HTCC2080_",0,0,0,40
"2385","marine_gamma_proteobacterium_HTCC2080_",0,0,0,40
"470","marine_gamma_proteobacterium_HTCC2143_",26,26,0,38
"2383","marine_gamma_proteobacterium_HTCC2143_",26,26,0,38
"471","marine_gamma_proteobacterium_HTCC2148_",30,30,0,43
"2384","marine_gamma_proteobacterium_HTCC2148_",30,30,0,43
"411","Marinobacter_adhaerens_HP15_",92,106,61,82
"2324","Marinobacter_adhaerens_HP15_",92,106,61,82
"1027","Marinobacter_algicola_DG893_",28,41,0,30
"2940","Marinobacter_algicola_DG893_",28,41,0,30
"774","Marinobacter_hydrocarbonoclasticus_VT8_",21,21,0,18
"2687","Marinobacter_hydrocarbonoclasticus_VT8_",21,21,0,18
"1515","Marinobacter_nanhaiticus_D15-8W_",34,60,0,34
"3428","Marinobacter_nanhaiticus_D15-8W_",34,60,0,34
"528","Marinobacter_sp._ELB17_",19,52,0,35
"2441","Marinobacter_sp._ELB17_",19,52,0,35
"1771","Marinomonas_mediterranea_MMB-1_",21,21,0,0
"3684","Marinomonas_mediterranea_MMB-1_",21,21,0,0
"1159","Marinomonas_posidonica_IVIA-Po-181_",23,23,0,0
"3072","Marinomonas_posidonica_IVIA-Po-181_",23,23,0,0
"930","Marinomonas_sp._MWYL1_",26,26,0,0
"2843","Marinomonas_sp._MWYL1_",26,26,0,0
"648","Maritimibacter_alkaliphilus_HTCC2654_",28,28,0,0
"2561","Maritimibacter_alkaliphilus_HTCC2654_",28,28,0,0
"1125","Marvinbryantia_formatexigens_DSM_14469_",0,0,0,7
"3038","Marvinbryantia_formatexigens_DSM_14469_",0,0,0,7
"1263","Meiothermus_silvanus_DSM_9946_",19,19,0,0
"3176","Meiothermus_silvanus_DSM_9946_",19,19,0,0
"1837","Mesorhizobium_australicum_WSM2073_",28,28,0,30
"3750","Mesorhizobium_australicum_WSM2073_",28,28,0,30
"1878","Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_",29,29,0,29
"3791","Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_",29,29,0,29
"1272","Mesorhizobium_opportunistum_WSM2075_",30,30,0,30
"3185","Mesorhizobium_opportunistum_WSM2075_",30,30,0,30
"1134","Methylacidiphilum_infernorum_V4_",59,90,40,40
"3047","Methylacidiphilum_infernorum_V4_",59,90,40,40
"985","Methylibium_petroleiphilum_PM1_",108,138,63,93
"2898","Methylibium_petroleiphilum_PM1_",108,138,63,93
"505","Methylobacillus_flagellatus_KT_",23,23,0,23
"2418","Methylobacillus_flagellatus_KT_",23,23,0,23
"1709","Methylobacter_tundripaludum_SV96_",30,30,0,28
"3622","Methylobacter_tundripaludum_SV96_",30,30,0,28
"541","Methylobacterium_extorquens_AM1_",116,186,62,95
"2454","Methylobacterium_extorquens_AM1_",116,186,62,95
"981","Methylobacterium_extorquens_PA1_",27,27,0,24
"2894","Methylobacterium_extorquens_PA1_",27,27,0,24
"1078","Methylobacterium_nodulans_ORS_2060_",35,35,0,29
"2991","Methylobacterium_nodulans_ORS_2060_",35,35,0,29
"1699","Methylobacterium_oryzae_CBMB20_",135,135,105,151
"3612","Methylobacterium_oryzae_CBMB20_",135,135,105,151
"1022","Methylobacterium_populi_BJ001_",25,25,0,29
"2935","Methylobacterium_populi_BJ001_",25,25,0,29
"994","Methylobacterium_radiotolerans_JCM_2831_",38,38,0,0
"2907","Methylobacterium_radiotolerans_JCM_2831_",38,38,0,0
"993","Methylobacterium_sp._4-46_",36,36,0,33
"2906","Methylobacterium_sp._4-46_",36,36,0,33
"905","Methylocella_silvestris_BL2_",33,33,0,28
"2818","Methylocella_silvestris_BL2_",33,33,0,28
"449","Methylococcus_capsulatus_str._Bath_",0,27,0,38
"2362","Methylococcus_capsulatus_str._Bath_",0,27,0,38
"323","Methylocystis_sp._SC2_",22,22,0,16
"2236","Methylocystis_sp._SC2_",22,22,0,16
"1685","Methylomicrobium_album_BG8_",31,44,0,13
"3598","Methylomicrobium_album_BG8_",31,44,0,13
"1913","Methylomonas_methanica_MC09_",31,31,0,23
"3826","Methylomonas_methanica_MC09_",31,31,0,23
"1842","Methylophaga_frappieri_",54,54,0,20
"3755","Methylophaga_frappieri_",54,54,0,20
"1841","Methylophaga_nitratireducenticrescens_",60,60,0,17
"3754","Methylophaga_nitratireducenticrescens_",60,60,0,17
"1479","Methylosinus_trichosporium_OB3b_",12,12,0,12
"3392","Methylosinus_trichosporium_OB3b_",12,12,0,12
"1432","Methylotenera_mobilis_JLW8_",23,23,0,19
"3345","Methylotenera_mobilis_JLW8_",23,23,0,19
"1638","Methylotenera_versatilis_301_",27,27,0,25
"3551","Methylotenera_versatilis_301_",27,27,0,25
"1430","Methylovorus_glucosetrophus_SIP3-4_",22,22,0,23
"3343","Methylovorus_glucosetrophus_SIP3-4_",22,22,0,23
"1912","Micavibrio_aeruginosavorus_ARL-13_",59,59,59,59
"3825","Micavibrio_aeruginosavorus_ARL-13_",59,59,59,59
"553","Microbacterium_oleivorans_",13,13,0,21
"2466","Microbacterium_oleivorans_",13,13,0,21
"1080","Micrococcus_luteus_NCTC_2665_",0,0,0,11
"2993","Micrococcus_luteus_NCTC_2665_",0,0,0,11
"1846","Microcoleus_vaginatus_FGP-2_",21,21,0,0
"3759","Microcoleus_vaginatus_FGP-2_",21,21,0,0
"1050","Microcystis_aeruginosa_NIES-843_",29,29,29,29
"2963","Microcystis_aeruginosa_NIES-843_",29,29,29,29
"1576","Micromonospora_aurantiaca_ATCC_27029_",0,0,0,13
"3489","Micromonospora_aurantiaca_ATCC_27029_",0,0,0,13
"782","Micromonospora_chokoriensis_",0,0,0,11
"2695","Micromonospora_chokoriensis_",0,0,0,11
"394","Micromonospora_sp._ATCC_39149_",0,0,0,15
"2307","Micromonospora_sp._ATCC_39149_",0,0,0,15
"1175","Mitsuokella_multacida_DSM_20544_",99,99,0,0
"3088","Mitsuokella_multacida_DSM_20544_",99,99,0,0
"1435","Mobiluncus_curtisii_subsp._curtisii_ATCC_35241_",55,55,48,66
"3348","Mobiluncus_curtisii_subsp._curtisii_ATCC_35241_",55,55,48,66
"1492","Mobiluncus_mulieris_28-1_",43,43,43,43
"3405","Mobiluncus_mulieris_28-1_",43,43,43,43
"1122","Modestobacter_marinus_",49,59,0,22
"3035","Modestobacter_marinus_",49,59,0,22
"1155","Moorea_producens_3L_",22,22,0,0
"3068","Moorea_producens_3L_",22,22,0,0
"504","Moorella_thermoacetica_ATCC_39073_",31,31,0,17
"2417","Moorella_thermoacetica_ATCC_39073_",31,31,0,17
"98","Mycobacterium_abscessus_",105,105,77,77
"2011","Mycobacterium_abscessus_",105,105,77,77
"116","Mycobacterium_avium_subsp._avium_",60,60,60,60
"2029","Mycobacterium_avium_subsp._avium_",60,60,60,60
"489","Mycobacterium_avium_subsp._paratuberculosis_K-10_",134,121,60,68
"2402","Mycobacterium_avium_subsp._paratuberculosis_K-10_",134,121,60,68
"1747","Mycobacterium_chubuense_NBB4_",0,0,0,31
"3660","Mycobacterium_chubuense_NBB4_",0,0,0,31
"483","Mycobacterium_cosmeticum_",55,55,0,18
"2396","Mycobacterium_cosmeticum_",55,55,0,18
"770","Mycobacterium_gilvum_PYR-GCK_",0,0,0,11
"2683","Mycobacterium_gilvum_PYR-GCK_",0,0,0,11
"1151","Mycobacterium_intracellulare_ATCC_13950_",0,0,0,16
"3064","Mycobacterium_intracellulare_ATCC_13950_",0,0,0,16
"1351","Mycobacterium_kansasii_ATCC_12478_",32,32,0,19
"3264","Mycobacterium_kansasii_ATCC_12478_",32,32,0,19
"542","Mycobacterium_leprae_TN_",56,42,56,36
"2455","Mycobacterium_leprae_TN_",56,42,56,36
"384","Mycobacterium_marinum_M_",129,195,71,90
"2297","Mycobacterium_marinum_M_",129,195,71,90
"1723","Mycobacterium_neoaurum_VKM_Ac-1815D_",32,32,0,23
"3636","Mycobacterium_neoaurum_VKM_Ac-1815D_",32,32,0,23
"1248","Mycobacterium_parascrofulaceum_ATCC_BAA-614_",137,159,67,74
"3161","Mycobacterium_parascrofulaceum_ATCC_BAA-614_",137,159,67,74
"1748","Mycobacterium_rhodesiae_NBB3_",30,30,0,13
"3661","Mycobacterium_rhodesiae_NBB3_",30,30,0,13
"681","Mycobacterium_rufum_",0,0,0,17
"2594","Mycobacterium_rufum_",0,0,0,17
"463","Mycobacterium_smegmatis_str._MC2_155_",181,181,87,105
"2376","Mycobacterium_smegmatis_str._MC2_155_",181,181,87,105
"123","Mycobacterium_triplex_",78,78,59,77
"2036","Mycobacterium_triplex_",78,78,59,77
"982","Mycobacterium_tuberculosis_H37Ra_",122,122,65,81
"2895","Mycobacterium_tuberculosis_H37Ra_",122,122,65,81
"198","Mycobacterium_tuberculosis_H37Rv_",161,161,84,107
"2111","Mycobacterium_tuberculosis_H37Rv_",161,161,84,107
"1750","Mycobacterium_tusciae_JS617_",0,0,0,12
"3663","Mycobacterium_tusciae_JS617_",0,0,0,12
"798","Mycobacterium_ulcerans_Agy99_",107,107,55,65
"2711","Mycobacterium_ulcerans_Agy99_",107,107,55,65
"771","Mycobacterium_vanbaalenii_PYR-1_",33,33,0,10
"2684","Mycobacterium_vanbaalenii_PYR-1_",33,33,0,10
"1311","Mycobacterium_vulneris_",0,0,2,27
"3224","Mycobacterium_vulneris_",0,0,2,27
"60","Mycoplasma_agalactiae_",38,38,0,0
"1973","Mycoplasma_agalactiae_",38,38,0,0
"451","Mycoplasma_arthritidis_158L3-1_",60,60,45,52
"2364","Mycoplasma_arthritidis_158L3-1_",60,60,45,52
"1809","Mycoplasma_bovoculi_M165-69_",48,48,48,48
"3722","Mycoplasma_bovoculi_M165-69_",48,48,48,48
"61","Mycoplasma_californicum_",49,49,49,49
"1974","Mycoplasma_californicum_",49,49,49,49
"117","Mycoplasma_conjunctivae_",36,36,0,0
"2030","Mycoplasma_conjunctivae_",36,36,0,0
"1740","Mycoplasma_gallisepticum_str._F_",36,36,15,15
"3653","Mycoplasma_gallisepticum_str._F_",36,36,15,15
"452","Mycoplasma_genitalium_G37_",66,66,66,66
"2365","Mycoplasma_genitalium_G37_",66,66,66,66
"755","Mycoplasma_hominis_ATCC_23114_",72,72,44,44
"2668","Mycoplasma_hominis_ATCC_23114_",72,72,44,44
"491","Mycoplasma_hyopneumoniae_J_",58,58,58,58
"2404","Mycoplasma_hyopneumoniae_J_",58,58,58,58
"519","Mycoplasma_mobile_163K_",81,81,51,51
"2432","Mycoplasma_mobile_163K_",81,81,51,51
"543","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_",25,25,25,25
"2456","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_",25,25,25,25
"544","Mycoplasma_pulmonis_UAB_CTIP_",38,38,38,38
"2457","Mycoplasma_pulmonis_UAB_CTIP_",38,38,38,38
"1808","Mycoplasma_putrefaciens_KS1_",19,19,19,19
"3721","Mycoplasma_putrefaciens_KS1_",19,19,19,19
"492","Mycoplasma_synoviae_53_",41,41,41,41
"2405","Mycoplasma_synoviae_53_",41,41,41,41
"1140","Myxococcus_fulvus_HW-1_",19,19,0,18
"3053","Myxococcus_fulvus_HW-1_",19,19,0,18
"464","Myxococcus_xanthus_DK_1622_",100,100,79,93
"2377","Myxococcus_xanthus_DK_1622_",100,100,79,93
"1127","Nakamurella_multipartita_DSM_44233_",0,0,0,15
"3040","Nakamurella_multipartita_DSM_44233_",0,0,0,15
"1073","Natranaerobius_thermophilus_JW-NM-WN-LF_",29,29,0,12
"2986","Natranaerobius_thermophilus_JW-NM-WN-LF_",29,29,0,12
"1496","Nautilia_profundicola_AmH_",64,64,42,42
"3409","Nautilia_profundicola_AmH_",64,64,42,42
"1295","Neisseria_cinerea_ATCC_14685_",15,15,0,41
"3208","Neisseria_cinerea_ATCC_14685_",15,15,0,41
"1296","Neisseria_flavescens_NRL30031-H210_",13,13,0,38
"3209","Neisseria_flavescens_NRL30031-H210_",13,13,0,38
"1488","Neisseria_flavescens_SK114_",15,15,3,44
"3401","Neisseria_flavescens_SK114_",15,15,3,44
"1154","Neisseria_lactamica_020-06_",49,49,39,63
"3067","Neisseria_lactamica_020-06_",49,49,39,63
"1297","Neisseria_mucosa_ATCC_25996_",0,0,0,34
"3210","Neisseria_mucosa_ATCC_25996_",0,0,0,34
"1006","Neisseria_mucosa_C102_",14,14,0,0
"2919","Neisseria_mucosa_C102_",14,14,0,0
"1298","Neisseria_polysaccharea_ATCC_43768_",15,15,0,0
"3211","Neisseria_polysaccharea_ATCC_43768_",15,15,0,0
"1309","Neisseria_sicca_ATCC_29256_",14,14,0,35
"3222","Neisseria_sicca_ATCC_29256_",14,14,0,35
"1563","Neisseria_sp._oral_taxon_014_str._F0314_",23,29,0,36
"3476","Neisseria_sp._oral_taxon_014_str._F0314_",23,29,0,36
"1299","Neisseria_subflava_NJ9703_",12,12,0,39
"3212","Neisseria_subflava_NJ9703_",12,12,0,39
"1002","Neorickettsia_risticii_str._Illinois_",21,21,0,0
"2915","Neorickettsia_risticii_str._Illinois_",21,21,0,0
"403","Neorickettsia_sennetsu_str._Miyayama_",38,38,44,38
"2316","Neorickettsia_sennetsu_str._Miyayama_",38,38,44,38
"369","Neptuniibacter_caesariensis_",0,0,0,36
"2282","Neptuniibacter_caesariensis_",0,0,0,36
"1831","Nitratifractor_salsuginis_DSM_16511_",21,21,0,0
"3744","Nitratifractor_salsuginis_DSM_16511_",21,21,0,0
"1117","Nitratireductor_basaltis_",26,26,0,37
"3030","Nitratireductor_basaltis_",26,26,0,37
"888","Nitratireductor_pacificus_pht-3B_",25,25,0,21
"2801","Nitratireductor_pacificus_pht-3B_",25,25,0,21
"848","Nitratiruptor_sp._SB155-2_",68,68,48,48
"2761","Nitratiruptor_sp._SB155-2_",68,68,48,48
"699","Nitrobacter_hamburgensis_X14_",27,50,0,15
"2612","Nitrobacter_hamburgensis_X14_",27,50,0,15
"700","Nitrobacter_winogradskyi_Nb-255_",17,17,0,15
"2613","Nitrobacter_winogradskyi_Nb-255_",17,17,0,15
"650","Nitrococcus_mobilis_Nb-231_",24,24,0,16
"2563","Nitrococcus_mobilis_Nb-231_",24,24,0,16
"1118","Nitrosococcus_halophilus_Nc_4_",25,44,0,22
"3031","Nitrosococcus_halophilus_Nc_4_",25,44,0,22
"701","Nitrosococcus_oceani_ATCC_19707_",0,0,0,11
"2614","Nitrosococcus_oceani_ATCC_19707_",0,0,0,11
"238","Nitrosococcus_watsonii_C-113_",0,0,0,15
"2151","Nitrosococcus_watsonii_C-113_",0,0,0,15
"419","Nitrosomonas_europaea_ATCC_19718_",55,100,55,70
"2332","Nitrosomonas_europaea_ATCC_19718_",55,100,55,70
"732","Nitrosomonas_eutropha_C91_",0,0,0,17
"2645","Nitrosomonas_eutropha_C91_",0,0,0,17
"272","Nitrosomonas_sp._AL212_",0,0,0,15
"2185","Nitrosomonas_sp._AL212_",0,0,0,15
"487","Nitrosomonas_sp._Is79A3_",0,0,0,31
"2400","Nitrosomonas_sp._Is79A3_",0,0,0,31
"702","Nitrosospira_multiformis_ATCC_25196_",0,0,0,21
"2615","Nitrosospira_multiformis_ATCC_25196_",0,0,0,21
"468","Nocardia_farcinica_IFM_10152_",67,67,67,81
"2381","Nocardia_farcinica_IFM_10152_",67,67,67,81
"946","Nocardioidaceae_bacterium_Broad-1_",0,0,0,16
"2859","Nocardioidaceae_bacterium_Broad-1_",0,0,0,16
"243","Nocardioides_sp._CF8_",0,0,0,8
"2156","Nocardioides_sp._CF8_",0,0,0,8
"339","Nocardioides_sp._JS614_",0,0,0,17
"2252","Nocardioides_sp._JS614_",0,0,0,17
"633","Nodularia_spumigena_CCY9414_",21,21,0,0
"2546","Nodularia_spumigena_CCY9414_",21,21,0,0
"1472","Nonlabens_dokdonensis_DSW-6_",0,0,0,10
"3385","Nonlabens_dokdonensis_DSW-6_",0,0,0,10
"146","Nostoc_punctiforme_PCC_73102_",27,27,0,0
"2059","Nostoc_punctiforme_PCC_73102_",27,27,0,0
"678","Nostoc_sp._PCC_7107_",20,20,0,0
"2591","Nostoc_sp._PCC_7107_",20,20,0,0
"71","Nostoc_sp._PCC_7524_",25,25,0,0
"1984","Nostoc_sp._PCC_7524_",25,25,0,0
"281","Novosphingobium_resinovorum_",75,75,58,0
"2194","Novosphingobium_resinovorum_",75,75,58,0
"883","Oceanibulbus_indolifex_HEL-45_",32,32,0,0
"2796","Oceanibulbus_indolifex_HEL-45_",32,32,0,0
"640","Oceanicaulis_sp._HTCC2633_",0,0,0,15
"2553","Oceanicaulis_sp._HTCC2633_",0,0,0,15
"474","Oceanicola_batsensis_HTCC2597_",22,22,0,16
"2387","Oceanicola_batsensis_HTCC2597_",22,22,0,16
"641","Oceanicola_granulosus_HTCC2516_",30,30,0,0
"2554","Oceanicola_granulosus_HTCC2516_",30,30,0,0
"1192","Oceanimonas_sp._GK1_",26,26,0,20
"3105","Oceanimonas_sp._GK1_",26,26,0,20
"1650","Oceanithermus_profundus_DSM_14977_",15,49,0,0
"3563","Oceanithermus_profundus_DSM_14977_",15,49,0,0
"305","Oceanobacillus_picturae_",98,168,79,79
"2218","Oceanobacillus_picturae_",98,168,79,79
"1017","Ochrobactrum_anthropi_ATCC_49188_",25,25,0,23
"2930","Ochrobactrum_anthropi_ATCC_49188_",25,25,0,23
"885","Octadecabacter_antarcticus_307_",55,55,0,23
"2798","Octadecabacter_antarcticus_307_",55,55,0,23
"881","Octadecabacter_arcticus_238_",39,85,0,10
"2794","Octadecabacter_arcticus_238_",39,85,0,10
"1186","Oligotropha_carboxidovorans_OM5_",147,187,0,64
"3099","Oligotropha_carboxidovorans_OM5_",147,187,0,64
"1055","Opitutus_terrae_PB90-1_",27,27,0,0
"2968","Opitutus_terrae_PB90-1_",27,27,0,0
"1909","Oribacterium_parvum_ACB8_",17,17,21,21
"3822","Oribacterium_parvum_ACB8_",17,17,21,21
"1443","Oribacterium_sinus_F0268_",0,98,5,5
"3356","Oribacterium_sinus_F0268_",0,98,5,5
"1499","Oribacterium_sp._oral_taxon_078_str._F0262_",100,100,39,39
"3412","Oribacterium_sp._oral_taxon_078_str._F0262_",100,100,39,39
"783","Orientia_tsutsugamushi_str._Boryong_",95,95,48,55
"2696","Orientia_tsutsugamushi_str._Boryong_",95,95,48,55
"130","Oscillatoria_acuminata_PCC_6304_",21,21,0,0
"2043","Oscillatoria_acuminata_PCC_6304_",21,21,0,0
"316","Oscillatoria_nigro-viridis_PCC_7112_",19,19,0,0
"2229","Oscillatoria_nigro-viridis_PCC_7112_",19,19,0,0
"1696","Oscillibacter_valericigenes_Sjm18-20_",0,0,0,8
"3609","Oscillibacter_valericigenes_Sjm18-20_",0,0,0,8
"1347","Oxalobacter_formigenes_HOxBLS_",32,32,0,43
"3260","Oxalobacter_formigenes_HOxBLS_",32,32,0,43
"1348","Oxalobacter_formigenes_OXCC13_",32,32,36,61
"3261","Oxalobacter_formigenes_OXCC13_",32,32,36,61
"1768","Paenibacillus_curdlanolyticus_YK9_",29,29,0,0
"3681","Paenibacillus_curdlanolyticus_YK9_",29,29,0,0
"115","Paenibacillus_durus_",28,28,0,0
"2028","Paenibacillus_durus_",28,28,0,0
"325","Paenibacillus_graminis_",29,29,0,23
"2238","Paenibacillus_graminis_",29,29,0,23
"1803","Paenibacillus_lactis_154_",18,18,0,0
"3716","Paenibacillus_lactis_154_",18,18,0,0
"1710","Paenibacillus_larvae_subsp._larvae_DSM_25430_",0,7,0,28
"3623","Paenibacillus_larvae_subsp._larvae_DSM_25430_",0,7,0,28
"765","Paenibacillus_polymyxa_E681_",39,39,0,0
"2678","Paenibacillus_polymyxa_E681_",39,39,0,0
"704","Paenibacillus_sp._JDR-2_",19,19,0,0
"2617","Paenibacillus_sp._JDR-2_",19,19,0,0
"1508","Paenibacillus_sp._oral_taxon_786_str._D14_",22,22,0,0
"3421","Paenibacillus_sp._oral_taxon_786_str._D14_",22,22,0,0
"520","Paenibacillus_wynnii_",30,30,0,0
"2433","Paenibacillus_wynnii_",30,30,0,0
"217","Pandoraea_pnomenusa_",27,27,0,0
"2130","Pandoraea_pnomenusa_",27,27,0,0
"10","Pantoea_agglomerans_",34,34,0,0
"1923","Pantoea_agglomerans_",34,34,0,0
